id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Neoplastic|Neoplastic	Neoplastic|microglial_cell	microglial_cell|Neoplastic	microglial_cell|microglial_cell
CPI-CS0BF2D6216	FZD3_LRP6_WNT3	complex:FZD3_LRP6	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.065	0.054	0.014	0.003
CPI-CS08FF72B3A	FZD4_LRP5_WNT3	complex:FZD4_LRP5	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.014	0.003	0.011	0.0
CPI-CS0349DDD33	FZD4_LRP6_WNT3	complex:FZD4_LRP6	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.014	0.003	0.011	0.0
CPI-CS02B318AF4	FZD5_LRP5_WNT3	complex:FZD5_LRP5	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.026	0.015	0.012	0.001
CPI-CS0444041A5	FZD5_LRP6_WNT3	complex:FZD5_LRP6	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.026	0.015	0.017	0.006
CPI-CS044358A94	FZD6_LRP5_WNT3	complex:FZD6_LRP5	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.025	0.014	0.012	0.001
CPI-CS0A2518705	FZD6_LRP6_WNT3	complex:FZD6_LRP6	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.025	0.014	0.012	0.001
CPI-CS0F8EF2F56	FZD7_LRP5_WNT3	complex:FZD7_LRP5	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.031	0.02	0.012	0.001
CPI-CS086CDC104	FZD7_LRP6_WNT3	complex:FZD7_LRP6	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.044	0.033	0.012	0.001
CPI-CS08B0C4086	FZD8_LRP5_WNT3	complex:FZD8_LRP5	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.017	0.006	0.012	0.001
CPI-CS04B8D01CF	FZD8_LRP6_WNT3	complex:FZD8_LRP6	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.017	0.006	0.013	0.001
CPI-CS0F1D971DE	FZD9_LRP5_WNT3	complex:FZD9_LRP5	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.014	0.003	0.012	0.001
CPI-CS0CD275AB1	FZD9_LRP6_WNT3	complex:FZD9_LRP6	simple:P56703		ENSG00000108379	True	False	False	curated	False	0.014	0.003	0.012	0.001
CPI-CS0DC43F5B8	FDZ8_RYK_WNT3	complex:FDZ8_RYK	simple:P56703		ENSG00000108379	True	True	False	curated	False	0.017	0.006	0.013	0.001
CPI-CS0A63FEF59	FZD10_LRP5_WNT7A	complex:FZD10_LRP5	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.013	0.0	0.0	0.0
CPI-CS05C98A8D6	FZD10_LRP6_WNT7A	complex:FZD10_LRP6	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.013	0.0	0.0	0.0
CPI-CS0CD56A2CC	FZD1_LRP5_WNT7A	complex:FZD1_LRP5	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.031	0.018	0.013	0.001
CPI-CS07B775F8D	FZD1_LRP6_WNT7A	complex:FZD1_LRP6	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.031	0.018	0.019	0.006
CPI-CS0B5273C72	FZD2_LRP5_WNT7A	complex:FZD2_LRP5	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.019	0.006	0.013	0.001
CPI-CS0DB31673B	FZD2_LRP6_WNT7A	complex:FZD2_LRP6	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.019	0.006	0.019	0.006
CPI-CS0A94347F7	FZD3_LRP5_WNT7A	complex:FZD3_LRP5	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.032	0.02	0.013	0.001
CPI-CS02B24ACED	FZD3_LRP6_WNT7A	complex:FZD3_LRP6	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.066	0.054	0.016	0.003
CPI-CS0864EE3DE	FZD4_LRP5_WNT7A	complex:FZD4_LRP5	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.015	0.002	0.013	0.0
CPI-CS0F73F8631	FZD4_LRP6_WNT7A	complex:FZD4_LRP6	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.015	0.002	0.013	0.0
CPI-CS035E6950E	FZD5_LRP5_WNT7A	complex:FZD5_LRP5	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.027	0.014	0.013	0.001
CPI-CS06703B08B	FZD5_LRP6_WNT7A	complex:FZD5_LRP6	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.027	0.014	0.018	0.005
CPI-CS0C4B40F75	FZD6_LRP5_WNT7A	complex:FZD6_LRP5	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.026	0.014	0.013	0.0
CPI-CS06F5B58EC	FZD6_LRP6_WNT7A	complex:FZD6_LRP6	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.026	0.014	0.013	0.0
CPI-CS08F2F1471	FZD7_LRP5_WNT7A	complex:FZD7_LRP5	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.032	0.02	0.013	0.001
CPI-CS0D35A8B40	FZD7_LRP6_WNT7A	complex:FZD7_LRP6	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.045	0.033	0.013	0.001
CPI-CS09AF6EAE2	FZD8_LRP5_WNT7A	complex:FZD8_LRP5	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.018	0.006	0.013	0.001
CPI-CS08643D43B	FZD8_LRP6_WNT7A	complex:FZD8_LRP6	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.018	0.006	0.014	0.001
CPI-CS0244B7A6E	FZD9_LRP5_WNT7A	complex:FZD9_LRP5	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.016	0.003	0.013	0.001
CPI-CS0DFEE920D	FZD9_LRP6_WNT7A	complex:FZD9_LRP6	simple:O00755		ENSG00000154764	True	False	False	curated	False	0.016	0.003	0.014	0.001
CPI-CS00E8E68AA	FZD10_LRP5_WNT9B	complex:FZD10_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS0EB060BA3	FZD10_LRP6_WNT9B	complex:FZD10_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS093B9AF93	FZD1_LRP5_WNT9B	complex:FZD1_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.018	0.0	0.001	0.0
CPI-CS0C050DC99	FZD1_LRP6_WNT9B	complex:FZD1_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.018	0.0	0.006	0.0
CPI-CS0483ECD06	FZD2_LRP5_WNT9B	complex:FZD2_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.006	0.0	0.001	0.0
CPI-CS0E9D2EC7B	FZD2_LRP6_WNT9B	complex:FZD2_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.006	0.0	0.006	0.0
CPI-CS0A7409D74	FZD3_LRP5_WNT9B	complex:FZD3_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.02	0.0	0.001	0.0
CPI-CS081ABF0EB	FZD3_LRP6_WNT9B	complex:FZD3_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.054	0.0	0.003	0.0
CPI-CS00EE75FE1	FZD4_LRP5_WNT9B	complex:FZD4_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.002	0.0	0.0	0.0
CPI-CS05EBA46D7	FZD4_LRP6_WNT9B	complex:FZD4_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.002	0.0	0.0	0.0
CPI-CS0CD3AB1EE	FZD5_LRP5_WNT9B	complex:FZD5_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.014	0.0	0.001	0.0
CPI-CS0FF5F9AAF	FZD5_LRP6_WNT9B	complex:FZD5_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.014	0.0	0.005	0.0
CPI-CS0C93912BC	FZD6_LRP5_WNT9B	complex:FZD6_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.014	0.0	0.0	0.0
CPI-CS07A47FD47	FZD6_LRP6_WNT9B	complex:FZD6_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.014	0.0	0.0	0.0
CPI-CS01C2D7CF3	FZD7_LRP5_WNT9B	complex:FZD7_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.02	0.0	0.001	0.0
CPI-CS05835BB8A	FZD7_LRP6_WNT9B	complex:FZD7_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.033	0.0	0.001	0.0
CPI-CS07C7FE1E6	FZD8_LRP5_WNT9B	complex:FZD8_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.006	0.0	0.001	0.0
CPI-CS0580F59AA	FZD8_LRP6_WNT9B	complex:FZD8_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.006	0.0	0.001	0.0
CPI-CS09B942EAA	FZD9_LRP5_WNT9B	complex:FZD9_LRP5	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.003	0.0	0.001	0.0
CPI-CS05FC0F405	FZD9_LRP6_WNT9B	complex:FZD9_LRP6	simple:O14905		ENSG00000158955	True	False	False	curated	False	0.003	0.0	0.001	0.0
CPI-CS06BD08CC7	FZD10_LRP5_WNT4	complex:FZD10_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.001	0.0	0.0	0.0
CPI-CS01FAD232C	FZD10_LRP6_WNT4	complex:FZD10_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.001	0.0	0.0	0.0
CPI-CS044C72075	FZD1_LRP5_WNT4	complex:FZD1_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.018	0.018	0.001	0.001
CPI-CS04F856260	FZD1_LRP6_WNT4	complex:FZD1_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.018	0.018	0.007	0.006
CPI-CS0639A2C96	FZD2_LRP5_WNT4	complex:FZD2_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.007	0.006	0.001	0.001
CPI-CS0AF09AF14	FZD2_LRP6_WNT4	complex:FZD2_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.007	0.006	0.007	0.006
CPI-CS012C395FB	FZD3_LRP5_WNT4	complex:FZD3_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.02	0.02	0.001	0.001
CPI-CS067ECB5FE	FZD3_LRP6_WNT4	complex:FZD3_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.054	0.054	0.004	0.003
CPI-CS0A3B15C33	FZD4_LRP5_WNT4	complex:FZD4_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.003	0.002	0.001	0.0
CPI-CS0B3531507	FZD4_LRP6_WNT4	complex:FZD4_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.003	0.002	0.001	0.0
CPI-CS0306D4D86	FZD5_LRP5_WNT4	complex:FZD5_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.015	0.014	0.001	0.001
CPI-CS0C2B25B68	FZD5_LRP6_WNT4	complex:FZD5_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.015	0.014	0.006	0.005
CPI-CS0EFD1729B	FZD6_LRP5_WNT4	complex:FZD6_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.014	0.014	0.001	0.0
CPI-CS0A5EAECEB	FZD6_LRP6_WNT4	complex:FZD6_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.014	0.014	0.001	0.0
CPI-CS035CDF184	FZD7_LRP5_WNT4	complex:FZD7_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.02	0.02	0.001	0.001
CPI-CS0BDB8F8B9	FZD7_LRP6_WNT4	complex:FZD7_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.033	0.033	0.001	0.001
CPI-CS0534F02DF	FZD8_LRP5_WNT4	complex:FZD8_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.006	0.006	0.001	0.001
CPI-CS0CFE5516F	FZD8_LRP6_WNT4	complex:FZD8_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.006	0.006	0.002	0.001
CPI-CS02E7B3383	FZD9_LRP5_WNT4	complex:FZD9_LRP5	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.003	0.003	0.001	0.001
CPI-CS000EEBB11	FZD9_LRP6_WNT4	complex:FZD9_LRP6	simple:P56705		ENSG00000162552	True	False	False	curated	False	0.003	0.003	0.001	0.001
CPI-SS0B42AD9EF	NOTCH1_WNT4	simple:P46531	simple:P56705	ENSG00000148400	ENSG00000162552	True	True	False	I2D	False	0.063	0.062	0.021	0.02
CPI-CS07AFD4EEE	FZD10_LRP5_WNT7B	complex:FZD10_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.008	0.002	0.0	0.0
CPI-CS08DE07AC9	FZD10_LRP6_WNT7B	complex:FZD10_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.008	0.002	0.0	0.0
CPI-CS08A2C42C8	FZD1_LRP5_WNT7B	complex:FZD1_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.026	0.019	0.008	0.002
CPI-CS064EF7C8D	FZD1_LRP6_WNT7B	complex:FZD1_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.026	0.019	0.014	0.008
CPI-CS057093E9E	FZD2_LRP5_WNT7B	complex:FZD2_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.014	0.008	0.008	0.002
CPI-CS0B92EA5EA	FZD2_LRP6_WNT7B	complex:FZD2_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.014	0.008	0.014	0.008
CPI-CS0D38CFA9D	FZD3_LRP5_WNT7B	complex:FZD3_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.027	0.021	0.008	0.002
CPI-CS039773901	FZD3_LRP6_WNT7B	complex:FZD3_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.061	0.055	0.011	0.004
CPI-CS0AF87C2AB	FZD4_LRP5_WNT7B	complex:FZD4_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.01	0.004	0.008	0.001
CPI-CS096FD79C8	FZD4_LRP6_WNT7B	complex:FZD4_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.01	0.004	0.008	0.001
CPI-CS0722E870D	FZD5_LRP5_WNT7B	complex:FZD5_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.022	0.016	0.008	0.002
CPI-CS0854644B2	FZD5_LRP6_WNT7B	complex:FZD5_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.022	0.016	0.013	0.007
CPI-CS0F96B32B8	FZD6_LRP5_WNT7B	complex:FZD6_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.021	0.015	0.008	0.002
CPI-CS01C37C086	FZD6_LRP6_WNT7B	complex:FZD6_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.021	0.015	0.008	0.002
CPI-CS011A5A5AB	FZD7_LRP5_WNT7B	complex:FZD7_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.027	0.021	0.008	0.002
CPI-CS0542286CC	FZD7_LRP6_WNT7B	complex:FZD7_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.04	0.034	0.008	0.002
CPI-CS02C36592B	FZD8_LRP5_WNT7B	complex:FZD8_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.013	0.007	0.008	0.002
CPI-CS044E2BF6D	FZD8_LRP6_WNT7B	complex:FZD8_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.013	0.007	0.009	0.003
CPI-CS01A382EA4	FZD9_LRP5_WNT7B	complex:FZD9_LRP5	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.011	0.004	0.008	0.002
CPI-CS05DE238C6	FZD9_LRP6_WNT7B	complex:FZD9_LRP6	simple:P56706		ENSG00000188064	True	False	False	curated	False	0.011	0.004	0.009	0.002
CPI-CS07C041B69	FZD10_LRP5_WNT2B	complex:FZD10_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.009	0.007	0.0	0.0
CPI-CS0F9D292EC	FZD10_LRP6_WNT2B	complex:FZD10_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.009	0.007	0.0	0.0
CPI-CS07135653F	FZD1_LRP5_WNT2B	complex:FZD1_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.027	0.025	0.01	0.008
CPI-CS0CF3656D2	FZD1_LRP6_WNT2B	complex:FZD1_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.027	0.025	0.015	0.014
CPI-CS0E68F5752	FZD2_LRP5_WNT2B	complex:FZD2_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.015	0.014	0.01	0.008
CPI-CS0F53060BB	FZD2_LRP6_WNT2B	complex:FZD2_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.015	0.014	0.015	0.014
CPI-CS0B52EC069	FZD3_LRP5_WNT2B	complex:FZD3_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.029	0.027	0.01	0.008
CPI-CS096856900	FZD3_LRP6_WNT2B	complex:FZD3_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.063	0.061	0.012	0.01
CPI-CS03BC3B437	FZD4_LRP5_WNT2B	complex:FZD4_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.011	0.01	0.009	0.007
CPI-CS0AF64B48C	FZD4_LRP6_WNT2B	complex:FZD4_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.011	0.01	0.009	0.007
CPI-CS07AD29D6C	FZD5_LRP5_WNT2B	complex:FZD5_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.023	0.022	0.01	0.008
CPI-CS05C76711D	FZD5_LRP6_WNT2B	complex:FZD5_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.023	0.022	0.014	0.013
CPI-CS0FB43E17E	FZD6_LRP5_WNT2B	complex:FZD6_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.023	0.021	0.009	0.007
CPI-CS09F32EE7D	FZD6_LRP6_WNT2B	complex:FZD6_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.023	0.021	0.009	0.007
CPI-CS0CA549059	FZD7_LRP5_WNT2B	complex:FZD7_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.029	0.027	0.01	0.008
CPI-CS0A13F16D1	FZD7_LRP6_WNT2B	complex:FZD7_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.042	0.04	0.01	0.008
CPI-CS023DB57C8	FZD8_LRP5_WNT2B	complex:FZD8_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.015	0.013	0.01	0.008
CPI-CS024EB9593	FZD8_LRP6_WNT2B	complex:FZD8_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.015	0.013	0.01	0.008
CPI-CS0B512D5C5	FZD9_LRP5_WNT2B	complex:FZD9_LRP5	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.012	0.01	0.01	0.008
CPI-CS0F9D91F7C	FZD9_LRP6_WNT2B	complex:FZD9_LRP6	simple:Q93097		ENSG00000134245	True	False	False	curated	False	0.012	0.01	0.01	0.008
CPI-SS026F29267	SFRP4_WNT2B	simple:Q6FHJ7	simple:Q93097	ENSG00000106483	ENSG00000134245	True	False	False	curated	False	0.053	0.051	0.01	0.008
CPI-SS086608DC8	SFRP1_WNT2B	simple:Q8N474	simple:Q93097	ENSG00000104332	ENSG00000134245	True	False	False	curated	False	0.039	0.038	0.009	0.008
CPI-SS04ABF9207	FRZB_WNT2B	simple:Q92765	simple:Q93097	ENSG00000162998	ENSG00000134245	True	False	False	curated	False	0.036	0.035	0.009	0.008
CPI-CS0FC4EF8DD	FZD10_LRP5_WNT16	complex:FZD10_LRP5	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.001	0.0	0.0	0.0
CPI-CS0F27DF509	FZD10_LRP6_WNT16	complex:FZD10_LRP6	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.001	0.0	0.0	0.0
CPI-CS0054A1D8F	FZD1_LRP5_WNT16	complex:FZD1_LRP5	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.019	0.018	0.002	0.001
CPI-CS0BCEC27D8	FZD1_LRP6_WNT16	complex:FZD1_LRP6	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.019	0.018	0.007	0.006
CPI-CS0798E7707	FZD2_LRP5_WNT16	complex:FZD2_LRP5	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.007	0.006	0.002	0.001
CPI-CS01E9D00D4	FZD2_LRP6_WNT16	complex:FZD2_LRP6	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.007	0.006	0.007	0.006
CPI-CS0CDD4E649	FZD3_LRP5_WNT16	complex:FZD3_LRP5	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.021	0.02	0.002	0.001
CPI-CS0EA080D52	FZD3_LRP6_WNT16	complex:FZD3_LRP6	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.055	0.054	0.004	0.003
CPI-CS0E63C18DF	FZD4_LRP5_WNT16	complex:FZD4_LRP5	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.003	0.002	0.001	0.0
CPI-CS0B6EFDA1A	FZD4_LRP6_WNT16	complex:FZD4_LRP6	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.003	0.002	0.001	0.0
CPI-CS0E193F054	FZD5_LRP5_WNT16	complex:FZD5_LRP5	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.016	0.014	0.002	0.001
CPI-CS0CC6D5AFF	FZD5_LRP6_WNT16	complex:FZD5_LRP6	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.016	0.014	0.006	0.005
CPI-CS0252398E9	FZD6_LRP5_WNT16	complex:FZD6_LRP5	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.015	0.014	0.001	0.0
CPI-CS0A16E48B6	FZD6_LRP6_WNT16	complex:FZD6_LRP6	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.015	0.014	0.001	0.0
CPI-CS066C7EA9C	FZD7_LRP5_WNT16	complex:FZD7_LRP5	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.021	0.02	0.002	0.001
CPI-CS0003E8838	FZD7_LRP6_WNT16	complex:FZD7_LRP6	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.034	0.033	0.002	0.001
CPI-CS0E7FD3233	FZD8_LRP5_WNT16	complex:FZD8_LRP5	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.007	0.006	0.002	0.001
CPI-CS0420BF1AD	FZD8_LRP6_WNT16	complex:FZD8_LRP6	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.007	0.006	0.002	0.001
CPI-CS0702C5FFF	FZD9_LRP5_WNT16	complex:FZD9_LRP5	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.004	0.003	0.002	0.001
CPI-CS03B3709D5	FZD9_LRP6_WNT16	complex:FZD9_LRP6	simple:Q9UBV4		ENSG00000002745	True	False	False	curated	False	0.004	0.003	0.002	0.001
CPI-SS0C7624041	SFRP4_WNT16	simple:Q6FHJ7	simple:Q9UBV4	ENSG00000106483	ENSG00000002745	True	False	False	curated	False	0.045	0.044	0.002	0.001
CPI-SS0DB2845AD	SFRP1_WNT16	simple:Q8N474	simple:Q9UBV4	ENSG00000104332	ENSG00000002745	True	False	False	curated	False	0.031	0.03	0.001	0.0
CPI-SS0EEC04FC1	FRZB_WNT16	simple:Q92765	simple:Q9UBV4	ENSG00000162998	ENSG00000002745	True	False	False	curated	False	0.029	0.027	0.002	0.0
CPI-SS0A51CC035	SFRP2_WNT16	simple:Q96HF1	simple:Q9UBV4	ENSG00000145423	ENSG00000002745	True	False	False	curated	False	0.003	0.002	0.001	0.0
CPI-CS07C91771E	FZD10_LRP5_WNT6	complex:FZD10_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.003	0.003	0.0	0.0
CPI-CS099B83C18	FZD10_LRP6_WNT6	complex:FZD10_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.003	0.003	0.0	0.0
CPI-CS0E97FB627	FZD1_LRP5_WNT6	complex:FZD1_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.021	0.021	0.003	0.004
CPI-CS034FCACC9	FZD1_LRP6_WNT6	complex:FZD1_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.021	0.021	0.009	0.009
CPI-CS08BFBF46D	FZD2_LRP5_WNT6	complex:FZD2_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.009	0.009	0.003	0.004
CPI-CS06AA33194	FZD2_LRP6_WNT6	complex:FZD2_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.009	0.009	0.009	0.009
CPI-CS056A2EEC7	FZD3_LRP5_WNT6	complex:FZD3_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.022	0.022	0.003	0.004
CPI-CS0035C50D6	FZD3_LRP6_WNT6	complex:FZD3_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.056	0.056	0.006	0.006
CPI-CS02127BCCA	FZD4_LRP5_WNT6	complex:FZD4_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.005	0.005	0.003	0.003
CPI-CS0EBC9A333	FZD4_LRP6_WNT6	complex:FZD4_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.005	0.005	0.003	0.003
CPI-CS00AE5010A	FZD5_LRP5_WNT6	complex:FZD5_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.017	0.017	0.003	0.004
CPI-CS01E2B7EF5	FZD5_LRP6_WNT6	complex:FZD5_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.017	0.017	0.008	0.008
CPI-CS01377664E	FZD6_LRP5_WNT6	complex:FZD6_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.016	0.017	0.003	0.003
CPI-CS035AE34D1	FZD6_LRP6_WNT6	complex:FZD6_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.016	0.017	0.003	0.003
CPI-CS069C5C656	FZD7_LRP5_WNT6	complex:FZD7_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.022	0.022	0.003	0.004
CPI-CS037DFC929	FZD7_LRP6_WNT6	complex:FZD7_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.035	0.036	0.003	0.004
CPI-CS084A7C9BE	FZD8_LRP5_WNT6	complex:FZD8_LRP5	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.008	0.009	0.003	0.004
CPI-CS0D956B26D	FZD8_LRP6_WNT6	complex:FZD8_LRP6	simple:Q9Y6F9		ENSG00000115596	True	False	False	curated	False	0.008	0.009	0.004	0.004
